Syllable,Tone,FullPinyin,Exists,Character(s),Meaning
kong,4,kong4,Yes,,to empty  / vacant  / unoccupied  / space  / leisure  / free time; to control  / to accuse  / to charge  / to sue  / to invert a container to empty it  / (suffix) (slang) buff  / enthusiast  / devotee  / -phile or -philia; (literary) bridle (of a horse)
kou,1,kou1,Yes,,to dig; to pick; to scratch (with a finger or sth pointed)  / to carve; to cut  / to study meticulously  / stingy; miserly  / to lift up (esp. the hem of a robe); to sink in (of eyes); nock at end of bow  / stretch
kou,2,kou2,No,,
kou,3,kou3,Yes,,"mouth  / classifier for things with mouths (people, domestic animals, cannons, wells etc)  / classifier for bites or mouthfuls"
kou,4,kou4,Yes,,"to fasten  / to button  / button  / buckle  / knot  / to arrest  / to confiscate  / to deduct (money)  / discount  / to knock  / to smash, spike or dunk (a ball)  / to cover (with a bowl etc)  / (fig.) to tag a label on sb  / (Tw) (loanword) code; button; to knock  / to kowtow"
ku,1,ku1,Yes,,to cry; to weep; cave  / hole; cave  / hole
ku,2,ku2,No,,
ku,3,ku3,Yes,,bitter  / hardship  / pain  / to suffer  / to bring suffering to  / painstakingly; broken utensil
ku,4,ku4,Yes,,"warehouse  / storehouse  / (file) library; ruthless  / strong (e.g. of wine)  / (loanword) cool  / hip; one of the five legendary emperors, also called 高辛氏"
kua,1,kua1,Yes,,used in transliteration; to boast; to exaggerate  / to praise; type of coarse silk  / bag used to wrap silk before washing
kua,2,kua2,No,,
kua,3,kua3,Yes,,to collapse (lit. or fig.); foreign accent
kua,4,kua4,Yes,,"to step across  / to stride over  / to straddle  / to span; to carry (esp. slung over the arm, shoulder or side); crotch  / groin  / hip"
kuai,1,kuai1,No,,
kuai,2,kuai2,No,,
kuai,3,kuai3,Yes,,a rush  / scirpus cyperinus; (dialect) to scratch (an itch)  / to carry on the arm  / to scoop up  / Taiwan pr. [kuai1]
kuai,4,kuai4,Yes,,"rapid  / quick  / speed  / rate  / soon  / almost  / to make haste  / clever  / sharp (of knives or wits)  / forthright  / plainspoken  / gratified  / pleased  / pleasant; lump; chunk; piece  / classifier for pieces of cloth, cake, soap etc  / (coll.) classifier for money and currency units; drain  / stream"
kuan,1,kuan1,Yes,,wide  / broad  / loose  / relaxed  / lenient; surname Kuan; pelvis  / pelvic
kuan,2,kuan2,No,,
kuan,3,kuan3,Yes,,"section  / paragraph  / funds  / CL: 筆｜笔, 個｜个 / classifier for versions or models (of a product); (tree)  / stand for sacrifice; crack  / hollow  / cavity  / to excavate or hollow out  / (onom.) water hitting rock  / (old) variant of 款"
kuan,4,kuan4,No,,
kuang,1,kuang1,Yes,,basket  / CL: 隻｜只; surname Kuang; (literary) to rectify  / (literary) to assist  / (coll.) to calculate roughly; to estimate
kuang,2,kuang2,Yes,,mad  / wild  / violent; to deceive; to dupe  / falsehood; lie  / (dialect) to amuse; spinning wheel  / wheelbarrow
kuang,3,kuang3,Yes,,low ground  / hollow  / depression (used in Shandong place names); flame light
kuang,4,kuang4,Yes,,mineral deposit; ore deposit  / ore  / a mine; variant of 礦｜矿; frame (e.g. door frame)  / casing  / fig. framework  / template  / to circle (i.e. draw a circle around sth)  / to frame  / to restrict  / Taiwan pr. [kuang1]
kui,1,kui1,Yes,,to lose (money); to have a deficit  / to be deficient  / to treat unfairly  / luckily; fortunately; thanks to  / (used to introduce an ironic remark about sb who has fallen short of expectations); to peep  / to pry into; helmet
kui,2,kui2,Yes,,used in the names of various herbaceous plants; used in 喹啉; chief  / head  / outstanding  / exceptional  / stalwart
kui,3,kui3,Yes,,used in 傀儡; brief  / short step; fiery  / blazing
kui,4,kui4,Yes,,(bound form) to present (a gift)  / (bound form) to send; to transmit; ashamed; surname Kui
kun,1,kun1,Yes,,"quinone (chemistry); used in place names, notably Kunlun Mountains 崑崙｜昆仑  / (also used for transliteration); descendant  / elder brother  / a style of Chinese poetry"
kun,2,kun2,No,,
kun,3,kun3,Yes,,a bunch  / to tie together  / bundle; variant of 捆; palace corridor  / fig. women&#039;s quarters  / women
kun,4,kun4,Yes,,to trap  / to surround  / hard-pressed  / stranded  / destitute; sleepy  / tired
kuo,1,kuo1,No,,
kuo,2,kuo2,No,,
kuo,3,kuo3,No,,
kuo,4,kuo4,Yes,,rich  / wide  / broad; variant of 闊｜阔; to enlarge
la,1,la1,Yes,,"to pull  / to play (a bowed instrument)  / to drag  / to draw  / to chat  / (coll.) to empty one&#039;s bowels; (onom.) sound of singing, cheering etc  / (phonetic)  / (dialect) to chat; (onom.) sound of wind, rain etc"
la,2,la2,Yes,,to make a cut in (sth); to slit; to gash; to slash; a huge boulder  / a towering rock; used in 旮旯
la,3,la3,Yes,,(phonetic)
la,4,la4,Yes,,"old variant of 辣; hot (spicy)  / pungent  / (of chili pepper, raw onions etc) to sting  / to burn; to leave out  / to be missing  / to leave behind or forget to bring  / to lag or fall behind"
lai,1,lai1,No,,
lai,2,lai2,Yes,,"to come  / (used as a substitute for a more specific verb)  / hither (directional complement for motion toward the speaker, as in 回來｜回来)  / ever since (as in 自古以來｜自古以来)  / for the past (amount of time)  / (prefix) the coming ...; the next ... (as in 來世｜来世)  / (between two verbs) in order to  / (after a round number) approximately  / (used after 得 to indicate possibility, as in 談得來｜谈得来, or after 不 to indicate impossibility, as in 吃不來｜吃不来); mare; name of weed plant (fat hen, goosefoot, pigweed etc)  / Chenopodium album"
lai,3,lai3,No,,
lai,4,lai4,Yes,,to depend on  / to hang on in a place  / bad  / to renege (on promise)  / to disclaim  / to rat (on debts)  / rascally  / to blame  / to put the blame on; variant of 賴｜赖; name of a river  / rushing of water
lan,1,lan1,No,,
lan,2,lan2,Yes,,blue  / indigo plant; fence  / railing  / hurdle  / column or box (of text or other data); to block sb&#039;s path  / to obstruct  / to flag down (a taxi)
lan,3,lan3,Yes,,lazy; variant of 懶｜懒; to monopolize; to seize  / to take into one&#039;s arms; to embrace  / to fasten (with a rope etc)  / to take on (responsibility etc); to canvass
lan,4,lan4,Yes,,soft; mushy  / well-cooked and soft  / to rot; to decompose  / rotten  / worn out  / chaotic; messy  / utterly; thoroughly  / crappy; bad; variant of 濫｜滥; overflowing  / excessive  / indiscriminate
lang,1,lang1,Yes,,used in 啷當｜啷当  / used in onomatopoeic words such as 哐啷
lang,2,lang2,Yes,,"wolf  / CL: 匹, 隻｜只, 條｜条; surname Lang; (arch.) minister  / official  / noun prefix denoting function or status  / a youth"
lang,3,lang3,Yes,,clear  / bright; raised bank  / mud wall; blaze  / light
lang,4,lang4,Yes,,wave  / breaker  / unrestrained  / dissipated  / to stroll  / to ramble; used in place names; wasteland  / wild
lao,1,lao1,Yes,,"to fish up  / to dredge up; a traditional pastry of Taiwan and Fujian which is fried, then coated with maltose and rolled in sesame seeds or chopped peanuts etc  / Taiwan pr. [lao3]"
lao,2,lao2,Yes,,firm  / sturdy  / fold (for animals)  / sacrifice  / prison; (bound form) to toil; labor  / (bound form) laborer  / (bound form) meritorious deed  / (bound form) fatigue  / to put sb to the trouble (of doing sth)  / to express one&#039;s appreciation (Taiwan pr. [lao4]); used in 嘮叨｜唠叨
lao,3,lao3,Yes,,prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity  / old (of people)  / venerable (person)  / experienced  / of long standing  / always  / all the time  / of the past  / very  / outdated  / (of meat etc) tough; spokes; male  / man (Cantonese)
lao,4,lao4,Yes,,flooded; used in place names; small net
le,1,le1,No,,
le,2,le2,No,,
le,3,le3,No,,
le,4,le4,Yes,,happy  / cheerful  / to laugh; surname Le; (literary) bridle; halter; headstall  / to rein in  / to compel; to force  / (literary) to carve; to engrave  / (literary) to command; to lead (an army etc)  / (physics) lux (abbr. for 勒克斯)
lei,1,lei1,Yes,,to strap tightly  / to bind
lei,2,lei2,Yes,,surname Lei; rope  / to bind together  / to twist around; surname Lei
lei,3,lei3,Yes,,to accumulate  / to involve or implicate (Taiwan pr. [lei4])  / continuous  / repeated; lumpy  / rock pile  / uneven  / fig. sincere  / open and honest; bud
lei,4,lei4,Yes,,tired  / weary  / to strain  / to wear out  / to work hard; kind; type; class; category  / (classifier) kind; type  / (bound form) to resemble; to be similar to; (bound form) tears; teardrops
leng,1,leng1,Yes,,used in 刺棱  / used in 花不棱登  / used in 撲棱｜扑棱
leng,2,leng2,Yes,,arris; edge  / corrugation; ridges; lofty (as of mountain); elevated bank around a field
leng,3,leng3,Yes,,cold; surname Leng
leng,4,leng4,Yes,,to look distracted  / to stare blankly  / distracted  / blank  / (coll.) unexpectedly  / rash  / rashly; to stumble  / to slip  / to fall; to stare blankly  / to glare
li,1,li1,No,,
li,2,li2,Yes,,"to leave  / to part from  / to be away from  / (in giving distances) from  / without (sth)  / independent of  / one of the Eight Trigrams 八卦, symbolizing fire  / ☲; pear  / CL: 個｜个; Korea"
li,3,li3,Yes,,"lining  / interior  / inside  / internal  / also written 裏｜里; li, ancient measure of length, approx. 500 m  / neighborhood  / ancient administrative unit of 25 families  / (Tw) borough, administrative unit between the township 鎮｜镇 and neighborhood 鄰｜邻 levels; variant of 裡｜里"
li,4,li4,Yes,,power  / force  / strength  / ability  / strenuously; to stand  / to set up  / to establish  / to lay down  / to draw up  / at once  / immediately; sharp  / favorable  / advantage  / benefit  / profit  / interest  / to do good to  / to benefit
lia,1,lia1,No,,
lia,2,lia2,No,,
lia,3,lia3,Yes,,two (colloquial equivalent of 兩個｜两个)  / both  / some
lia,4,lia4,No,,
lian,1,lian1,No,,
lian,2,lian2,Yes,,"to link  / to join  / to connect  / continuously  / in succession  / including  / (used with 也, 都 etc) even  / company (military); (bound form) to ally oneself with; to unite; to combine; to join  / (bound form) (poetry) antithetical couplet; lotus"
lian,3,lian3,Yes,,"face  / CL: 張｜张, 個｜个; (literary) to hold back  / (literary) to restrain; to control (oneself)  / to collect; to gather  / Taiwan pr. [lian4]; sacrificial vessel used for grain offerings  / also pr. [lian2]"
lian,4,lian4,Yes,,"to practice  / to train  / to drill  / to perfect (one&#039;s skill)  / exercise  / (literary) white silk  / to boil and scour raw silk; to refine  / to smelt; variant of 鏈｜链, chain  / variant of 煉｜炼"
liang,1,liang1,No,,
liang,2,liang2,Yes,,cool  / cold; to measure; good  / very  / very much
liang,3,liang3,Yes,,"two  / both  / some  / a few  / tael, unit of weight equal to 50 grams (modern) or 1⁄16 of a catty 斤 (old); used in 伎倆｜伎俩; used in 魍魎｜魍魉"
liang,4,liang4,Yes,,"classifier for vehicles; bright; light  / to shine; to flash  / loud and clear  / to show (one&#039;s passport etc); to make public (one&#039;s views etc); capacity  / quantity  / amount  / to estimate  / abbr. for 量詞｜量词, classifier (in Chinese grammar)  / measure word"
liao,1,liao1,Yes,,to lift up (sth hanging down)  / to raise (hem of skirt)  / to pull up (sleeve)  / to sprinkle (water with cupped hands); to run  / to slip away  / to stride
liao,2,liao2,Yes,,(coll.) to chat  / (literary) temporarily; for a while  / (literary) somewhat; slightly  / (literary) to depend upon; short name for Liaoning 遼寧｜辽宁 province  / Liao or Khitan dynasty (916-1125); (bound form) distant; faraway
liao,3,liao3,Yes,,"(of eyes) bright  / clear-sighted  / to understand clearly; to finish  / (used with 得 or 不 after a verb to express (im)possibility, as in 忘不了 &quot;cannot forget&quot;)  / (literary) (usually followed by a negative such as 無｜无 or 不) completely (not); entirely (not); (not) in the least  / to understand clearly (variant of 瞭｜了); ruthenium (chemistry)"
liao,4,liao4,Yes,,material  / stuff  / grain  / feed  / to expect  / to anticipate  / to guess; unofficial variant of 瞭; fetters  / leg-irons  / shackles
lie,1,lie1,Yes,,used in 咧咧  / used in 大大咧咧  / used in 罵罵咧咧｜骂骂咧咧
lie,2,lie2,No,,
lie,3,lie3,Yes,,to draw back the corners of one&#039;s mouth
lie,4,lie4,Yes,,to arrange  / to line up  / file  / series  / (in data tables) column  / (Tw) row; to split  / to crack  / to break open  / to rend; hunting
lin,1,lin1,Yes,,to lift up; to carry in one&#039;s hand  / Taiwan pr. [ling1]
lin,2,lin2,Yes,,to face  / to overlook  / to arrive  / to be (just) about to  / just before; to sprinkle  / to drip  / to pour  / to drench; surname Lin  / Japanese surname Hayashi
lin,3,lin3,Yes,,cross-beam  / ridge-pole; cold  / to shiver with cold  / to tremble with fear  / afraid  / apprehensive  / strict  / stern  / severe  / austere  / awe-inspiring  / imposing  / majestic; government granary
lin,4,lin4,Yes,,phosphine; surname Lin; juncus effusus
ling,1,ling1,Yes,,sunshine
ling,2,ling2,Yes,,zero  / nought  / zero sign  / fractional  / fragmentary  / odd (of numbers)  / (placed between two numbers to indicate a smaller quantity followed by a larger one)  / fraction  / (in mathematics) remainder (after division)  / extra  / to wither and fall  / to wither; zero; (small) bell  / CL: 隻｜只
ling,3,ling3,Yes,,"neck  / collar  / to lead  / to receive  / classifier for clothes, mats, screens etc; classifier for a ream of paper; mountain range  / mountain ridge"
ling,4,ling4,Yes,,to order  / to command  / an order  / warrant  / writ  / to cause  / to make sth happen  / virtuous  / honorific title  / season  / government position (old)  / type of short song or poem; other  / another  / separate  / separately; used in 嘌呤  / Taiwan pr. [ling2]
liu,1,liu1,Yes,,"to slip away  / to escape in stealth  / to skate; quick-fry  / sim. to stir-frying, but with cornstarch added  / also written 溜"
liu,2,liu2,Yes,,"to flow  / to disseminate  / to circulate or spread  / to move or drift  / to degenerate  / to banish or send into exile  / stream of water or sth resembling one  / class, rate or grade; old variant of 留; to leave (a message etc)  / to retain  / to stay  / to remain  / to keep  / to preserve"
liu,3,liu3,Yes,,surname Liu; willow; old variant of 柳
liu,4,liu4,Yes,,six  / 6; to stroll  / to walk (an animal); (bound form) finger ring  / Taiwan pr. [liu2]
long,1,long1,Yes,,sound of drums
long,2,long2,Yes,,Chinese dragon; loong  / (fig.) emperor  / dragon  / (bound form) dinosaur; deaf; surname Long
long,3,long3,Yes,,short name for Gansu province 甘肅省｜甘肃省; ridge between fields  / crop row; mounded soil forming a ridge in a field  / grave mound; to gather together; to collect  / to approach; to draw near to  / to add; to sum up  / to comb (hair)
long,4,long4,Yes,,lane  / alley; variant of 弄; to sing or chirp (of birds)  / music sound
lou,1,lou1,Yes,,"to glance at; to draw towards oneself  / to gather  / to gather up (one&#039;s gown, sleeves etc)  / to grab (money)  / to extort"
lou,2,lou2,Yes,,"house with more than 1 story  / storied building  / floor  / CL: 層｜层, 座, 棟｜栋; surname Lou; surname Lou  / one of the 28 lunar mansions in Chinese astronomy"
lou,3,lou3,Yes,,to hug  / to embrace  / to hold in one&#039;s arms; mountain peak; small mound
lou,4,lou4,Yes,,to leak  / to divulge  / to leave out by mistake  / waterclock or hourglass (old); to show  / to reveal  / to betray  / to expose; low  / humble  / plain  / ugly  / mean  / vulgar
lu,1,lu1,Yes,,grumble  / chatter; (dialect) to rub one&#039;s hand along  / to fire (an employee)  / to reprimand
lu,2,lu2,Yes,,surname Lu  / abbr. for Luxembourg 盧森堡｜卢森堡; (old) rice vessel  / black  / old variant of 廬｜庐  / (slang) (Tw) troublesome  / fussy; rush  / reed  / Phragmites communis
lu,3,lu3,Yes,,"surname Lu  / Lu, an ancient state of China 魯國｜鲁国  / Lu, short name for Shandong 山東｜山东; (bound form) crass  / stupid  / rude  / (used to represent the sounds of &quot;ru&quot;, &quot;lu&quot; etc in loanwords); to stew in soy sauce and spices"
lu,4,lu4,Yes,,road (CL:條｜条)  / journey  / route  / line (bus etc)  / sort; kind; to carve wood; diary  / record  / to hit  / to copy
luan,1,luan1,No,,
luan,2,luan2,Yes,,surname Luan; Koelreuteria paniculata; imperial
luan,3,luan3,Yes,,egg; ovum; spawn  / (coll.) testicles  / (old) penis  / (expletive) fucking
luan,4,luan4,Yes,,in confusion or disorder  / in a confused state of mind  / disorder  / upheaval  / riot  / illicit sexual relations  / to throw into disorder  / to mix up  / indiscriminate  / random  / arbitrary; old variant of 亂｜乱
lun,1,lun1,Yes,,"to swing (one&#039;s arms, a heavy object)  / to wave (a sword, one&#039;s fists)  / to fling (money)"
lun,2,lun2,Yes,,"wheel; disk; ring  / steamship  / to take turns; to rotate  / classifier for big round objects: disk, or recurring events: round, turn; abbr. for 論語｜论语, The Analects (of Confucius); human relationship  / order  / coherence"
lun,3,lun3,No,,
lun,4,lun4,Yes,,"opinion  / view  / theory  / doctrine  / to discuss  / to talk about  / to regard  / to consider  / per  / by the (kilometer, hour etc)"
luo,1,luo1,Yes,,used in 囉唆｜啰唆 and 囉嗦｜啰嗦; to hold sth long and run one&#039;s hand along it
luo,2,luo2,Yes,,gauze  / to collect  / to gather  / to catch  / to sift; spiral shell  / snail  / conch; surname Luo
luo,3,luo3,Yes,,naked; variant of 裸; variant of 裸
luo,4,luo4,Yes,,to fall or drop  / (of the sun) to set  / (of a tide) to go out  / to lower  / to decline or sink  / to lag or fall behind  / to fall onto  / to rest with  / to get or receive  / to write down  / whereabouts  / settlement; net-like object  / to hold sth in place with a net  / to wind  / to twist  / (TCM) channels in the human body; to cough up  / also pr. [ka3]
lü,1,lü1,No,,
lü,2,lü2,Yes,,palm tree; gate of a village  / village; madder
lü,3,lü3,Yes,,"aluminum (chemistry); strand  / thread  / detailed  / in detail  / classifier for wisps (of smoke, mist or vapor), strands, locks (of hair); time and again  / repeatedly  / frequently"
lü,4,lü4,Yes,,green  / (slang) (derived from 綠帽子｜绿帽子) to cheat on (one&#039;s spouse or boyfriend or girlfriend); rate  / frequency; surname Lü
lüe,1,lüe1,No,,
lüe,2,lüe2,No,,
lüe,3,lüe3,No,,
lüe,4,lüe4,Yes,,brief; sketchy  / outline; summary  / to omit  / (bound form before a single-character verb) a bit; somewhat; slightly  / plan; strategy  / to capture (territory); variant of 略; to take over by force  / to rob  / to plunder  / to brush over  / to skim  / to sweep
ma,1,ma1,Yes,,ma  / mom  / mother; used in 摩挲; to wipe
ma,2,ma2,Yes,,"generic name for hemp, flax etc  / hemp or flax fiber for textile materials  / sesame  / CL: 縷｜缕 / (of materials) rough or coarse  / pocked  / pitted  / to have pins and needles or tingling  / to feel numb; hemp (variant of 麻); exclamatory final particle"
ma,3,ma3,Yes,,"horse  / CL: 匹 / horse or cavalry piece in Chinese chess  / knight in Western chess; weight  / number  / code  / to pile  / to stack  / classifier for length or distance (yard), happenings etc; agate; cornelian"
ma,4,ma4,Yes,,"to scold  / to abuse  / to curse  / CL: 通, 頓｜顿; variant of 罵｜骂; headboard"
mai,1,mai1,No,,
mai,2,mai2,Yes,,to bury; haze; old variant of 埋
mai,3,mai3,Yes,,to buy  / to purchase; used in 苣蕒菜｜苣荬菜
mai,4,mai4,Yes,,to sell  / to betray  / to spare no effort  / to show off or flaunt; to take a step  / to stride; meitnerium (chemistry)
man,1,man1,Yes,,(dialect) girl; dawdling
man,2,man2,Yes,,barbarian  / bullying  / very  / quite  / rough  / reckless; to conceal from  / to keep (sb) in the dark; used in 埋怨
man,3,man3,Yes,,to fill  / full  / filled  / packed  / fully  / completely  / quite  / to reach the limit  / to satisfy  / satisfied  / contented; Manchu ethnic group; mite
man,4,man4,Yes,,slow; free  / unrestrained  / to inundate; handsome  / large  / long
mang,1,mang1,Yes,,bull  / see 牤牛
mang,2,mang2,Yes,,"busy  / hurriedly  / to hurry  / to rush; blind; awn (of cereals)  / arista (of grain)  / tip (of a blade)  / Miscanthus sinensis (type of grass)  / variant of 邙, Mt Mang at Luoyang in Henan"
mang,3,mang3,No,,
mang,4,mang4,No,,
mao,1,mao1,Yes,,cat (CL:隻｜只)  / (dialect) to hide oneself  / (loanword) (coll.) modem
mao,2,mao2,Yes,,"hair  / feather  / down  / wool  / mildew  / mold  / coarse or semifinished  / young  / raw  / careless  / unthinking  / nervous  / scared  / (of currency) to devalue or depreciate  / classifier for Chinese fractional monetary unit ( = 角 , = one-tenth of a yuan or 10 fen 分); used in 貓腰｜猫腰; spear  / lance  / pike"
mao,3,mao3,Yes,,to fasten with a rivet; to rivet  / to hammer in a rivet  / (coll.) to concentrate one&#039;s strength; the Pleiades; round yellow dirt mount (in the Northwest of China)
mao,4,mao4,Yes,,"to emit; to give off; to send out (or up, forth)  / to brave; to face  / (bound form) reckless  / to falsely adopt (sb&#039;s identity etc); to feign  / (literary) to cover; old variant of 冒; luxuriant  / (chemistry) cyclopentadiene"
me,1,me1,No,,
me,2,me2,No,,
me,3,me3,No,,
me,4,me4,No,,
mei,1,mei1,No,,
mei,2,mei2,Yes,,"(negative prefix for verbs) have not; not; coal  / CL: 塊｜块; classifier for small objects: coins, badges, rings, carved seals, chess pieces, eggs, fingerprints etc (more formal than 個｜个)  / classifier for bombs, missiles, satellites etc  / (on product packaging) classifier for flat items (from Japanese 枚 &quot;mai&quot;)  / (old) stick used as a gag to prevent soldiers from talking while sneaking up on the enemy"
mei,3,mei3,No,,
mei,4,mei4,Yes,,younger sister; demon  / magic  / to charm; (bound form) to flatter  / (bound form) charming
men,1,men1,Yes,,stuffy  / shut indoors  / to smother  / to cover tightly
men,2,men2,Yes,,"gate  / door  / CL: 扇 / gateway  / doorway  / CL: 個｜个 / opening  / valve  / switch  / way to do something  / knack  / family  / house  / (religious) sect  / school (of thought)  / class  / category  / phylum or division (taxonomy)  / classifier for large guns  / classifier for lessons, subjects, branches of technology  / (suffix) -gate (i.e. scandal; derived from Watergate); surname Men; lay hands on  / to cover"
men,3,men3,No,,
men,4,men4,Yes,,bored  / depressed  / melancholy  / sealed  / airtight  / tightly closed; to cook in a covered vessel  / to casserole  / to stew; melancholy
meng,1,meng1,Yes,,to deceive  / to cheat  / to hoodwink  / to make a wild guess; (knocked) unconscious  / dazed  / stunned
meng,2,meng2,Yes,,(literary) sincere; honest; genuine; drizzle  / mist; blind  / dim-sighted
meng,3,meng3,Yes,,ferocious  / fierce  / violent  / brave  / suddenly  / abrupt  / (slang) awesome; manganese (chemistry); stupid
meng,4,meng4,Yes,,"dream (CL:場｜场,個｜个)  / (bound form) to dream; surname Meng; first month of a season  / eldest amongst brothers"
mi,1,mi1,No,,
mi,2,mi2,Yes,,to bewilder  / crazy about  / fan  / enthusiast  / lost  / confused; riddle; ether
mi,3,mi3,Yes,,uncooked rice  / meter (unit of length)  / (slang) Chinese yuan; surname Mi; extravagant  / go with fashion  / not
mi,4,mi4,Yes,,dense; close; thick  / intimate; close  / (bound form) secret; confidential  / (Internet slang) to send a private message to (sb); to DM; honey; (math.) power; exponent  / to cover with a cloth  / cloth cover; veil
mian,1,mian1,No,,
mian,2,mian2,Yes,,"generic term for cotton or kapok  / cotton  / padded or quilted with cotton; &quot;roof&quot; radical (Kangxi radical 40), occurring in 家, 定, 安 etc, referred to as 寶蓋｜宝盖; silk floss  / continuous  / soft  / weak  / mild-mannered (dialect)"
mian,3,mian3,Yes,,to excuse sb  / to exempt  / to remove or dismiss from office  / to avoid  / to avert  / to escape  / to be prohibited; crown in the form of a horizontal board with hanging decorations  / imperial crown; to exhort  / to make an effort
mian,4,mian4,Yes,,"face  / side  / surface  / aspect  / top  / classifier for objects with flat surfaces such as drums, mirrors, flags etc; flour  / noodles  / (of food) soft (not crunchy)  / (slang) (of a person) ineffectual  / spineless; variant of 麵｜面"
miao,1,miao1,Yes,,(onom.) meow  / cat&#039;s mewing
miao,2,miao2,No,,
miao,3,miao3,Yes,,second (unit of time)  / arc second (angular measurement unit)  / (coll.) instantly; a flood  / infinity; profound  / remote
miao,4,miao4,Yes,,clever  / wonderful; variant of 妙; temple  / ancestral shrine  / CL: 座 / temple fair  / great imperial hall  / imperial
mie,1,mie1,Yes,,the bleating of sheep  / final particle which transforms statements into questions that indicate doubt or surprise (Cantonese); used in 乜斜  / (Cantonese) what?; old variant of 咩
mie,2,mie2,No,,
mie,3,mie3,No,,
mie,4,mie4,Yes,,to extinguish or put out  / to go out (of a fire etc)  / to exterminate or wipe out  / to drown; to belittle  / nothing; defiled with blood
min,1,min1,No,,
min,2,min2,Yes,,"surname Min; (bound form) the people  / inhabitants of a country; alabaster, jade-like stone"
min,3,min3,Yes,,short name for Fujian province 福建  / also pr. [Min2]; surname Min; (bound form) quick; nimble; agile  / (bound form) quick-witted; smart
min,4,min4,No,,
ming,1,ming1,No,,
ming,2,ming2,Yes,,"name  / noun (part of speech)  / place (e.g. among winners)  / famous  / classifier for people; Ming Dynasty (1368-1644)  / surname Ming  / Ming (c. 2000 BC), fourth of the legendary Flame Emperors, 炎帝 descended from Shennong 神農｜神农 Farmer God; bright  / opposite: dark 暗  / (of meaning) clear  / to understand  / next  / public or open  / wise  / generic term for a sacrifice to the gods"
ming,3,ming3,Yes,,used in 酩酊
ming,4,ming4,Yes,,"life  / fate  / order or command  / to assign a name, title etc"
miu,1,miu1,No,,
miu,2,miu2,No,,
miu,3,miu3,No,,
miu,4,miu4,Yes,,(bound form) false; erroneous; absurd  / mu (Greek letter Μμ); variant of 謬｜谬
mo,1,mo1,Yes,,to feel with the hand  / to touch  / to stroke  / to grope  / to steal  / to abstract
mo,2,mo2,Yes,,membrane  / film; to rub  / to grind  / to polish  / to sharpen  / to wear down  / to die out  / to waste time  / to pester  / to insist; to rub
mo,3,mo3,Yes,,"to smear  / to wipe  / to erase  / classifier for wisps of cloud, light-beams etc; (Japanese kokuji) I, me (archaic)  / suffix attached to the name of a person or pet  / pr. maro"
mo,4,mo4,Yes,,tip  / end  / final stage  / latter part  / inessential detail  / powder  / dust  / opera role of old man; ink stick  / China ink  / CL: 塊｜块 / corporal punishment consisting of tattooing characters on the victim&#039;s forehead; used in 万俟
mou,1,mou1,Yes,,moo (sound made by cow)
mou,2,mou2,Yes,,used in 綢繆｜绸缪; to plan  / to seek  / scheme; pupil (of the eye)  / eye
mou,3,mou3,Yes,,some  / a certain  / sb or sth indefinite  / such-and-such; old variant of 某
mou,4,mou4,No,,
mu,1,mu1,No,,
mu,2,mu2,Yes,,mold  / die  / matrix  / pattern; a type of woolen fabric made in Tibet
mu,3,mu3,Yes,,mother  / elderly female relative  / origin  / source  / (of animals) female; old variant of 畝｜亩; old variant of 畝｜亩
mu,4,mu4,Yes,,grave  / tomb  / mausoleum; curtain or screen  / canopy or tent  / headquarters of a general  / act (of a play); old variant of 幕  / curtain  / screen
na,1,na1,Yes,,surname Na; used in 南無｜南无  / Taiwan pr. [na2]
na,2,na2,Yes,,to hold  / to seize  / to catch  / to apprehend  / to take  / (used in the same way as 把: to mark the following noun as a direct object); old variant of 拿; variant of 拿
na,3,na3,Yes,,how  / which; variant of 哪; feminine suffix (Cantonese)  / postfix indicating feminine
na,4,na4,Yes,,"(specifier) that; the; those (colloquial pr. [nei4])  / (pronoun) that (referring to persons, things or situations)  / then (in that case); surname Na; to receive  / to accept  / to enjoy  / to bring into  / to pay (tax etc)  / nano- (one billionth)  / to reinforce sole of shoes or stockings by close sewing"
nai,1,nai1,No,,
nai,2,nai2,No,,
nai,3,nai3,Yes,,breast  / milk  / to breastfeed; variant of 嬭｜奶; mother  / variant of 奶
nai,4,nai4,Yes,,"(bound form) to bear; to endure; to withstand; naphthalene C10H8; used in expressions that convey frustration and futility, such as 無奈｜无奈 and 莫可奈何 (literary)  / used for its phonetic value in writing foreign words"
nan,1,nan1,Yes,,child  / daughter; variant of 囡
nan,2,nan2,Yes,,"difficult (to...)  / problem  / difficulty  / difficult  / not good; south; (bound form) male  / baron, the lowest of the five ranks of nobility 五等爵位"
nan,3,nan3,Yes,,blushing with shame; brisket  / belly beef  / spongy meat from cow&#039;s underside and neighboring ribs  / see 牛腩 esp. Cantonese  / erroneously translated as sirloin; stand in awe
nan,4,nan4,Yes,,disaster  / distress  / to scold
nang,1,nang1,Yes,,"used in 囊膪 and 囊揣  / used in 鼓鼓囊囊; muttering, indistinct speech; a bend in a river (Cantonese)"
nang,2,nang2,Yes,,sack  / purse  / pocket (for money); naan
nang,3,nang3,Yes,,"to fend off  / to stab; in former times; muddy  / thick, muddy water"
nang,4,nang4,Yes,,stuffy (nose)  / nasal (voice)
