woman; female,女,nǚ,n.,那个女人你认识吗？,
那个女人你认识吗？,Do you know that woman?,女,nǚ,n.,woman; female
side; by the side of; nearby,旁边,pángbiān,n.,爸爸在我旁边。,
爸爸在我旁边。,Dad is next to me.,旁边,pángbiān,n.,side; by the side of; nearby
run; jog,跑步,pǎobù,v.,我每天早上都跑步。,
我每天早上都跑步。,I run every morning.,跑步,pǎobù,v.,run; jog
cheap; inexpensive,便宜,piányi,adj.,苹果很便宜，我们买点儿吧。,
苹果很便宜，我们买点儿吧。,"Apples are cheap, let's buy some.",便宜,piányi,adj.,cheap; inexpensive
ticket,票,piào,n.,我要去火车站买车票。,
我要去火车站买车票。,[Translation error],票,piào,n.,ticket
wife,妻子,qīzi,n.,我妻子上班去了。,
我妻子上班去了。,My wife went to work.,妻子,qīzi,n.,wife
rise (from bed); get up,起床,qǐchuáng,v.,我早上七点起床。,
我早上七点起床。,I get up at 7 in the morning.,起床,qǐchuáng,v.,rise (from bed); get up
thousand,千,qiān,num.,这个手机一千元。,
这个手机一千元。,"This mobile phone is 1,000 yuan.",千,qiān,num.,thousand
pencil,铅笔,qiānbǐ,n.,你看见我的铅笔了吗？,
你看见我的铅笔了吗？,Did you see my pencil?,铅笔,qiānbǐ,n.,pencil
fine; clear,晴,qíng,adj.,今天是晴天。,
今天是晴天。,It's sunny today.,晴,qíng,adj.,fine; clear
last year,去年,qùnián,n.,我是去年8 月来北京的。,
我是去年8 月来北京的。,I came to Beijing last August.,去年,qùnián,n.,last year
let; allow; make; ask,让,ràng,v.,他爸爸不让他来。,
他爸爸不让他来。,His father wouldn't let him come.,让,ràng,v.,let; allow; make; ask
transfer the ownership to,让,ràng,v,他把座位让给了一位老人。,
他把座位让给了一位老人。,He gave up his seat to an old man.,让,ràng,v,transfer the ownership to
day or date,日,rì,n.,今天是 2012 年 2 月 26日。,
今天是 2012 年 2 月 26日。,"Today is February 26, 2012.",日,rì,n.,day or date
go to work; start work,上班,shàngbān,v.,我七点半去上班。,
我七点半去上班。,I go to work at 7:30.,上班,shàngbān,v.,go to work; start work
body (of a human or animal),身体,shēntǐ,n.,今天我的身体不太舒服。,
今天我的身体不太舒服。,I'm not feeling well today.,身体,shēntǐ,n.,body (of a human or animal)
fall sick;fall ill; get ill; be taken ill,生病,shēngbìng,v.,我生病了，不能去上班了。,
我生病了，不能去上班了。,I'm sick and can't go to work.,生病,shēngbìng,v.,fall sick;fall ill; get ill; be taken ill
birthday,生日,shēngrì,n.,祝你生日快乐！,
祝你生日快乐！,I wish you a happy birthday!,生日,shēngrì,n.,birthday
time,时间,shíjiān,n.,我没时间去北京。,
我没时间去北京。,I don't have time to go to Beijing.,时间,shíjiān,n.,time
matter; business; circumstance; event; affair; incident; occurrence,事情,shìqing,n.,你下午有什么事情吗？,
你下午有什么事情吗？,What can I do for you this afternoon?,事情,shìqing,n.,matter; business; circumstance; event; affair; incident; occurrence
wrist watch; watch,手表,shǒubiǎo,n.,这块手表非常漂亮。,
这块手表非常漂亮。,This watch is very beautiful.,手表,shǒubiǎo,n.,wrist watch; watch
mobile phone,手机,shǒujī,n.,你看，我新买了一个手机。,
你看，我新买了一个手机。,"Look, I bought a new phone.",手机,shǒujī,n.,mobile phone
give sb. sth. as a gift,送,sòng,v.,我送你一本书。,
我送你一本书。,I'll give you a book.,送,sòng,v.,give sb. sth. as a gift
see sb off; escort or provide transportation for sb.,送,sòng,v.,我去送一个朋友。,
我去送一个朋友。,I'll send a friend.,送,sòng,v.,see sb off; escort or provide transportation for sb.
though;but; however,虽然……但是……,suīrán…dànshì…,conj.,虽然……但是……下雨了，虽然……但是……我们还是想去看电影。,
虽然……但是……下雨了，虽然……但是……我们还是想去看电影。,"Although... but... it's raining, although... but... we still want to go to the movies.",虽然……但是……,suīrán…dànshì…,conj.,though;but; however
it; its,它,tā,pron.,我知道小猫在哪儿，它在桌子下面。,
我知道小猫在哪儿，它在桌子下面。,"I know where the kitten is, it's under the table.",它,tā,pron.,it; its
play soccer,踢足球,tī zúqiú,pron.,我和同学们在踢足球。,
我和同学们在踢足球。,My classmates and I were playing soccer.,踢足球,tī zúqiú,pron.,play soccer
"questions, problems (in a test or a quiz)",题,tí,n.,这个题我不会做。,
这个题我不会做。,I won't do this question.,题,tí,n.,"questions, problems (in a test or a quiz)"
dance,跳舞,tiàowǔ,sv.,妹妹会唱歌，也会跳舞。,
妹妹会唱歌，也会跳舞。,My sister sings and dances.,跳舞,tiàowǔ,sv.,dance
outer; outside,外,wài,n.,外面下雨了。,
外面下雨了。,It's raining outside.,外,wài,n.,outer; outside
"not of one's own family, clan, class, coterie, locality, school, etc.",外,wài,n.,那些学生是外校的。,
那些学生是外校的。,Those students are from a foreign school.,外,wài,n.,"not of one's own family, clan, class, coterie, locality, school, etc."
indicating finished; be used up; run out,完,wán,v.,这本书我看完了。,
这本书我看完了。,I've finished this book.,完,wán,v.,indicating finished; be used up; run out
play,玩,wán,v.,他在玩，没有学习。,
他在玩，没有学习。,"He was playing, not learning.",玩,wán,v.,play
evening,晚上,wǎnshang,n.,今天晚上我不能看电视了。,
今天晚上我不能看电视了。,I can't watch TV tonight.,晚上,wǎnshang,n.,evening
why,为什么,wèi shénme,n.,你为什么不喝点儿水呢？,
你为什么不喝点儿水呢？,Why don't you drink some water?,为什么,wèi shénme,n.,why
ask; inquire after,问,wèn,v.,老师，我可以问你一个问题吗？,
老师，我可以问你一个问题吗？,"Teacher, can I ask you a question?",问,wèn,v.,ask; inquire after
question; problem,问题,wèntí,n.,这个问题太难了！,
这个问题太难了！,This question is too hard!,问题,wèntí,n.,question; problem
watermelon,西瓜,xīguā,n.,请吃块儿西瓜。,
请吃块儿西瓜。,Please have a piece of watermelon.,西瓜,xīguā,n.,watermelon
hope; wish; want; be desirous of,希望,xīwàng,v.,我希望你别走了。,
我希望你别走了。,I hope you don't go.,希望,xīwàng,v.,hope; wish; want; be desirous of
hope; wish,希望,xīwàng,n.,孩子是爸爸、妈妈的希望。,
孩子是爸爸、妈妈的希望。,The child is the hope of the father and mother.,希望,xīwàng,n.,hope; wish
wash,洗,xǐ,v.,今天我要洗很多衣服。,
今天我要洗很多衣服。,I have a lot of laundry to do today.,洗,xǐ,v.,wash
develope and print (a picture),洗,xǐ,v.,照片要三天才能洗出来。,
照片要三天才能洗出来。,Photos take three days to wash out.,洗,xǐ,v.,develope and print (a picture)
hour,小时,xiǎoshí,n.,我看了一小时的书。,
我看了一小时的书。,I read the book for an hour.,小时,xiǎoshí,n.,hour
laugh; smile,笑,xiào,v.,听到他这么说，我们都笑了。,
听到他这么说，我们都笑了。,We all laughed when we heard him say that.,笑,xiào,v.,laugh; smile
new; up-to-date,新,xīn,adj.,这是我买的新衣服。,
这是我买的新衣服。,These are the new clothes I bought.,新,xīn,adj.,new; up-to-date
surname,姓,xìng,n.,中国人的姓在名字的前面。,
中国人的姓在名字的前面。,The Chinese surname is in front of the name.,姓,xìng,n.,surname
take … as surname,姓,xìng,v.,我姓张。,
我姓张。,My surname is Zhang.,姓,xìng,v.,take … as surname
relax; have a rest; take a break,休息,xiūxi,v.,太累了，让我休息一下。,
太累了，让我休息一下。,"Too tired, let me take a break.",休息,xiūxi,v.,relax; have a rest; take a break
snow,雪,xuě,n.,今年冬天下了几次大雪。,
今年冬天下了几次大雪。,It has snowed heavily several times this winter.,雪,xuě,n.,snow
color,颜色,yánsè,n.,你喜欢哪种颜色？,
你喜欢哪种颜色？,Which color do you prefer?,颜色,yánsè,n.,color
eye,眼睛,yǎnjing,n.,我的眼睛是黑色的。,
我的眼睛是黑色的。,My eyes are black.,眼睛,yǎnjing,n.,eye
mutton,羊肉,yángròu,n.,有些人不爱吃羊肉。,
有些人不爱吃羊肉。,Some people don't like lamb.,羊肉,yángròu,n.,mutton
medicine,药,yào,n.,这个药一天吃三次。,
这个药一天吃三次。,Take this medicine three times a day.,药,yào,n.,medicine
hope; want; wish,要,yào,aux.,我要去北京。,
我要去北京。,I'm going to Beijing.,要,yào,aux.,hope; want; wish
request; ask sb. to do sth..,要,yào,v.,妈妈要我去买菜。,
妈妈要我去买菜。,My mom asked me to buy food.,要,yào,v.,request; ask sb. to do sth..
ought to; might; must; should,要,yào,aux.,你要认真地做这件事。,
你要认真地做这件事。,You have to do this seriously.,要,yào,aux.,ought to; might; must; should
be going to; shall; will,要,yào,aux.,要下雨了。,
要下雨了。,[Translation error],要,yào,aux.,be going to; shall; will
cost; take,要,yào,v.,一斤菜要两块钱。,
一斤菜要两块钱。,A pound of vegetables costs two yuan.,要,yào,v.,cost; take
also; too; as well; either,也,yě,adv.,你去，我也去。,
你去，我也去。,"You go, I'll go too.",也,yě,adv.,also; too; as well; either
once; in a short while,一下,yíxià,vm.,请等我一下。,
请等我一下。,Please wait a moment.,一下,yíxià,vm.,once; in a short while
together,一起,yìqǐ,adv.,我和你一起去北京。,
我和你一起去北京。,I'll go to Beijing with you.,一起,yìqǐ,adv.,together
already; yet,已经,yǐjīng,adv.,我们已经吃完饭了。,
我们已经吃完饭了。,We've already eaten.,已经,yǐjīng,adv.,already; yet
meaning; content; indication; hint,意思,yìsi,n.,这个词是什么意思？,
这个词是什么意思？,What does the word mean?,意思,yìsi,n.,meaning; content; indication; hint
opinion; idea; concept,意思,yìsi,n.,把你的意思告诉我吧。,
把你的意思告诉我吧。,Tell me what you mean.,意思,yìsi,n.,opinion; idea; concept
fun; interest; enjoyment,意思,yìsi,n.,这个电影真有意思。,
这个电影真有意思。,This movie is really interesting.,意思,yìsi,n.,fun; interest; enjoyment
on account of; because of,因为……所以……,yīnwèi…suǒyǐ…,conj.,因为……所以……下雨了，因为……所以……我没去跑步。,
因为……所以……下雨了，因为……所以……我没去跑步。,"Because... so... it's raining, because... so... I didn't go for a run.",因为……所以……,yīnwèi…suǒyǐ…,conj.,on account of; because of
cloudy; overcast,阴,yīn,adj.,今天是阴天。,
今天是阴天。,It's cloudy today.,阴,yīn,adj.,cloudy; overcast
swim,游泳,yóuyǒng,v.,我会游泳了。,
我会游泳了。,I can swim.,游泳,yóuyǒng,v.,swim
right; right side,右边,yòubian,n.,王医生右边那个人是谁？,
王医生右边那个人是谁？,Who is that person on Dr. Wang's right?,右边,yòubian,n.,right; right side
fish,鱼,yú,n.,水里有很多鱼。,
水里有很多鱼。,There are a lot of fish in the water.,鱼,yú,n.,fish
far,远,yuǎn,adj.,我家离公司很远。,
我家离公司很远。,My house is far from the company.,远,yuǎn,adj.,far
take exercise,运动,yùndòng,v.,我们都很喜欢运动。,
我们都很喜欢运动。,We all love sports.,运动,yùndòng,v.,take exercise
again,再,zài,adv.,我吃完饭再去商店。,
我吃完饭再去商店。,I'll go to the store after dinner.,再,zài,adv.,again
more; further,再,zài,adv.,再高点儿，现在太低了。,
再高点儿，现在太低了。,"Higher, now too low.",再,zài,adv.,more; further
morning,早上,zǎoshang,n.,我早上看见过他。,
我早上看见过他。,I saw him in the morning.,早上,zǎoshang,n.,morning
husband,丈夫,zhàngfu,n.,我丈夫在医院工作。,
我丈夫在医院工作。,My husband works at the hospital.,丈夫,zhàngfu,n.,husband
seek; look for,找,zhǎo,v.,他想找一个工作。,
他想找一个工作。,He was looking for a job.,找,zhǎo,v.,seek; look for
"used after a verb, indicating that the action starts and continues",着,zhe,sa.,他笑着说：“你不认识我，但是我认识你。”,
他笑着说：“你不认识我，但是我认识你。”,"He smiled and said, ""You don't know me, but I know you.""",着,zhe,sa.,"used after a verb, indicating that the action starts and continues"
indeed; really,真,zhēn,adv.,这个人真高。,
这个人真高。,This man is really tall.,真,zhēn,adv.,indeed; really
be + verb + ing; in the process of; in the course of; in the middle of; in the act of,正在,zhèngzài,adv.,弟弟正在打篮球。,
弟弟正在打篮球。,My brother is playing basketball.,正在,zhèngzài,adv.,be + verb + ing; in the process of; in the course of; in the middle of; in the act of
know; be aware of,知道,zhīdào,v.,我不知道他现在在哪里。,
我不知道他现在在哪里。,I don't know where he is now.,知道,zhīdào,v.,know; be aware of
be going to; intend; plan; prepare,准备,zhǔnbèi,v.,我准备星期日去北京。,
我准备星期日去北京。,I'm going to Beijing on Sunday.,准备,zhǔnbèi,v.,be going to; intend; plan; prepare
preparation; arrangement,准备,zhǔnbèi,n.,我在为考试做准备。,
我在为考试做准备。,I am preparing for the exam.,准备,zhǔnbèi,n.,preparation; arrangement
bicycle,自行车,zìxíngchē,n.,这是我新买的自行车。,
这是我新买的自行车。,This is my new bike.,自行车,zìxíngchē,n.,bicycle
walk; go on foot,走,zǒu,v.,我女儿 9 个月就会走了。,
我女儿 9 个月就会走了。,My daughter will be gone in 9 months.,走,zǒu,v.,walk; go on foot
leave; go away; depart,走,zǒu,v.,我走了，再见！,
我走了，再见！,I'm leaving. Bye!,走,zǒu,v.,leave; go away; depart
the most,最,zuì,adv.,她是我最好的朋友。,
她是我最好的朋友。,She's my best friend.,最,zuì,adv.,the most
left; left side,左边,zuǒbian,n.,左边的那个杯子是你的，右边的是我的。,
左边的那个杯子是你的，右边的是我的。,The one on the left is yours and the one on the right is mine.,左边,zuǒbian,n.,left; left side
aunt,阿姨,āyí,n.,阿姨，附近有地铁站吗？,
阿姨，附近有地铁站吗？,"Aunty, is there a subway station nearby?",阿姨,āyí,n.,aunt
"used to express surprise,exclamation or promise",啊,a,int.,啊，这儿的环境多么好啊！你们家住在哪儿啊？ 啊，好的，我现在就去。,
啊，这儿的环境多么好啊！你们家住在哪儿啊？ 啊，好的，我现在就去。,"Ah, what a wonderful environment!Where does your family live? Ah, okay, I'll go now.",啊,a,int.,"used to express surprise,exclamation or promise"
"short, low",矮,ǎi,adj.,弟弟的个子比我矮。,
弟弟的个子比我矮。,[Translation error],矮,ǎi,adj.,"short, low"
hobby; an interest; fancy,爱好,àihào,n.,我最大的爱好就是打篮球。,
我最大的爱好就是打篮球。,My biggest hobby is playing basketball.,爱好,àihào,n.,hobby; an interest; fancy
be fond of or keen on; have a taste for,爱好,àihào,v.,我从小就爱好音乐。,
我从小就爱好音乐。,I've loved music since I was a kid.,爱好,àihào,v.,be fond of or keen on; have a taste for
noiseless; quiet; calm,安静,ānjìng,adj.,因为教室里没什么人，所以很安静。,
因为教室里没什么人，所以很安静。,It is quiet because there are not many people in the classroom.,安静,ānjìng,adj.,noiseless; quiet; calm
quiet down; keep silent,安静,ānjìng,v.,孩子们都睡着了，家里安静了下来。,
孩子们都睡着了，家里安静了下来。,The children were asleep and the house was quiet.,安静,ānjìng,v.,quiet down; keep silent
"dealing with, used before an object, followed by a transitive verb",把,bǎ,prep.,请把桌子上的铅笔给我。,
请把桌子上的铅笔给我。,Please give me the pencil on the table.,把,bǎ,prep.,"dealing with, used before an object, followed by a transitive verb"
used for things with a handle,把,bǎ,nm.,房间里有四把椅子。,
房间里有四把椅子。,There are four chairs in the room.,把,bǎ,nm.,used for things with a handle
class,班,bān,n.,我在三年级二班。,
我在三年级二班。,I'm in third grade second class.,班,bān,n.,class
carry; move,搬,bān,v.,请帮我把这张桌子搬到楼下好吗？,
请帮我把这张桌子搬到楼下好吗？,"Could you help me move this table downstairs, please?",搬,bān,v.,carry; move
way; means; measure; step to take; method; resource,办法,bànfǎ,n.,你别急，我们再想想办法。,
你别急，我们再想想办法。,"Don't worry, we'll figure something out.",办法,bànfǎ,n.,way; means; measure; step to take; method; resource
office,办公室,bàngōngshì,n.,请问，校长办公室怎么走？,
请问，校长办公室怎么走？,"Excuse me, how do I get to the principal's office?",办公室,bàngōngshì,n.,office
half,半,bàn,num.,现在是三点半。,
现在是三点半。,It's 3:30.,半,bàn,num.,half
help; give a helping hand; do a favor; lend a hand,帮忙,bāngmáng,v.,因为有你帮忙，这件事情处理得很好。,
因为有你帮忙，这件事情处理得很好。,"Because of your help, this matter has been handled well.",帮忙,bāngmáng,v.,help; give a helping hand; do a favor; lend a hand
bag,包,bāo,n.,我的包忘在房间里了。,
我的包忘在房间里了。,I left my bag in the room.,包,bāo,n.,bag
"not hungry, full",饱,bǎo,adj.,我已经吃饱了。,
我已经吃饱了。,I am replete.’,饱,bǎo,adj.,"not hungry, full"
north,北方,běifāng,n.,冬天，北方比南方冷多了。,
冬天，北方比南方冷多了。,"In winter, the north is much colder than the south.",北方,běifāng,n.,north
"be made or forced, indicating passive voice",被,bèi,prep.,词典被王老师拿走了。,
词典被王老师拿走了。,Teacher Wang took the dictionary.,被,bèi,prep.,"be made or forced, indicating passive voice"
nose,鼻子,bízi,n.,姐姐的鼻子很高，很漂亮。,
姐姐的鼻子很高，很漂亮。,Sister's nose is tall and beautiful.,鼻子,bízi,n.,nose
fairly; quite,比较,bǐjiào,adv.,今天天气比较冷。,
今天天气比较冷。,It's cold today.,比较,bǐjiào,adv.,fairly; quite
competition,比赛,bǐsài,n.,今天晚上有足球比赛。,
今天晚上有足球比赛。,There's a football game tonight.,比赛,bǐsài,n.,competition
compete,比赛,bǐsài,v.,我们比赛跑步吧。,
我们比赛跑步吧。,Let's race.,比赛,bǐsài,v.,compete
notebook,笔记本,bǐjìběn,n.,老师讲的内容，我都写在笔记本上了。,
老师讲的内容，我都写在笔记本上了。,I wrote down the contents of the teacher's lecture in my notebook.,笔记本,bǐjìběn,n.,notebook
laptop,笔记本,bǐjìběn,n.,你看，这是我新买的笔记本。,
你看，这是我新买的笔记本。,"Look, this is my new notebook.",笔记本,bǐjìběn,n.,laptop
must; have to,必须,bìxū,adv.,我今天必须去上班。,
我今天必须去上班。,I have to go to work today.,必须,bìxū,adv.,must; have to
change; variation,变化,biànhuà,n.,十年不见，他好像没什么变化。,
十年不见，他好像没什么变化。,"After ten years, he didn't seem to have changed much.",变化,biànhuà,n.,change; variation
change; vary,变化,biànhuà,v.,城市变化得太快了。,
城市变化得太快了。,The city is changing too fast.,变化,biànhuà,v.,change; vary
other people; another person,别人,biéren,pron.,别人都走了，为什么你还在这里？,
别人都走了，为什么你还在这里？,Why are you still here when everyone else is gone?,别人,biéren,pron.,other people; another person
hotel,宾馆,bīnguǎn,n.,这是我们这儿最大的宾馆，可以住 300 个客人。,
这是我们这儿最大的宾馆，可以住 300 个客人。,This is our biggest guesthouse here and can accommodate 300 guests.,宾馆,bīnguǎn,n.,hotel
refrigerator,冰箱,bīngxiāng,n.,妈妈把刚买的鱼放进了冰箱。,
妈妈把刚买的鱼放进了冰箱。,Mom put the fish she just bought into the fridge.,冰箱,bīngxiāng,n.,refrigerator
moreover; not only… but also…,不但……而且……,búdàn… érqiě…,conj.,妹妹不但……而且……喜欢唱歌，不但……而且……爱跳舞。,
妹妹不但……而且……喜欢唱歌，不但……而且……爱跳舞。,"Sister not only... but also... likes to sing, not only... but also... loves to dance.",不但……而且……,búdàn… érqiě…,conj.,moreover; not only… but also…
"late, indicating just happened",才,cái,adv.,他 30 岁才读完大学。,
他 30 岁才读完大学。,He didn't finish college until he was 30.,才,cái,adv.,"late, indicating just happened"
just; only (indicating only one solution),才,cái,adv.,这件事，只有他才能做好。,
这件事，只有他才能做好。,Only he can do this well.,才,cái,adv.,just; only (indicating only one solution)
menu,菜单,càidān,n.,服务员，请帮我拿一下菜单。,
服务员，请帮我拿一下菜单。,"Waiter, please help me get the menu.",菜单,càidān,n.,menu
join; take part in; attend,参加,cānjiā,v.,这次会议有两百多人参加。,
这次会议有两百多人参加。,The conference was attended by more than 200 people.,参加,cānjiā,v.,join; take part in; attend
grass; straw,草,cǎo,n.,春天来了，小草绿了。,
春天来了，小草绿了。,"Spring is here, and the grass is green.",草,cǎo,n.,grass; straw
"layer, floor, etc.( used for things that have separate levels)",层,céng,nm.,我住在三层，306。,
我住在三层，306。,"I live on the third floor, 306.",层,céng,nm.,"layer, floor, etc.( used for things that have separate levels)"
bad; poor,差,chà,adj.,我这次考试考得很差。,
我这次考试考得很差。,I had a bad exam this time.,差,chà,adj.,bad; poor
fall short of; owe,差,chà,v.,现在是差5 分 12 点。,
现在是差5 分 12 点。,Now it's a 5-point 12-point difference.,差,chà,v.,fall short of; owe
long,长,cháng,adj,姐姐的头发又黑又长。,
姐姐的头发又黑又长。,Sister's hair was black and long.,长,cháng,adj,long
supermarket,超市,chāoshì,n.,这家超市里的东西比较便宜。,
这家超市里的东西比较便宜。,Things in this supermarket are cheaper.,超市,chāoshì,n.,supermarket
shirt,衬衫,chènshān,n.,今天我穿这件衬衫。,
今天我穿这件衬衫。,I'm wearing this shirt today.,衬衫,chènshān,n.,shirt
score,成绩,chéngjì,n.,我们可以在网上查到考试成绩。,
我们可以在网上查到考试成绩。,We can find the test scores online.,成绩,chéngjì,n.,score
city,城市,chéngshì,n.,我已经喜欢上了这个城市。,
我已经喜欢上了这个城市。,I've fallen in love with the city.,城市,chéngshì,n.,city
be late,迟到,chídào,v.,对不起，我今天又迟到了。,
对不起，我今天又迟到了。,"Sorry, I'm late again today.",迟到,chídào,v.,be late
"come out , happen; show up; appear",出现,chūxiàn,v.,我们等了他一个小时，他也没有出现。我们工作中出现了不少问题。,
我们等了他一个小时，他也没有出现。我们工作中出现了不少问题。,We waited for him for an hour and he didn't show up. We've had a lot of issues at work.,出现,chūxiàn,v.,"come out , happen; show up; appear"
except (for); besides; in addition to,除了,chúle,prep.,除了小王，其他人都来了。,
除了小王，其他人都来了。,"Except for Xiao Wang, everyone else was here.",除了,chúle,prep.,except (for); besides; in addition to
boat; ship,船,chuán,n.,你可以坐船去上海。,
你可以坐船去上海。,You can go to Shanghai by boat.,船,chuán,n.,boat; ship
spring (one of the four seasons),春,chūn,n.,春天是一年的开始。,
春天是一年的开始。,Spring is the beginning of the year.,春,chūn,n.,spring (one of the four seasons)
dictionary,词典,cídiǎn,n.,这本词典对我的学习很有帮助。,
这本词典对我的学习很有帮助。,This dictionary is very helpful for my study.,词典,cídiǎn,n.,dictionary
bright; clever; intelligent,聪明,cōngming,adj.,弟弟不但很聪明，而且很爱学习。,
弟弟不但很聪明，而且很爱学习。,"My brother is not only very smart, but also very eager to learn.",聪明,cōngming,adj.,bright; clever; intelligent
clean; sweep,打扫,dǎsǎo,v.,我准备周末把房间打扫一下。,
我准备周末把房间打扫一下。,I'm going to clean the room on the weekend.,打扫,dǎsǎo,v.,clean; sweep
be going to do sth.; plan to,打算,dǎsuàn,v.,我打算下个星期去旅游。,
我打算下个星期去旅游。,I plan to travel next week.,打算,dǎsuàn,v.,be going to do sth.; plan to
plan,打算,dǎsuàn,n.,我还没有结婚的打算。,
我还没有结婚的打算。,[Translation error],打算,dǎsuàn,n.,plan
carry; take; bring; bear,带,dài,v.,我今天忘记带钱包了。,
我今天忘记带钱包了。,I forgot my wallet today.,带,dài,v.,carry; take; bring; bear
worry; be anxious; feel concerned,担心,dānxīn,v.,爷爷住院了，我很担心。,
爷爷住院了，我很担心。,"Grandpa was hospitalized, and I was worried.",担心,dānxīn,v.,worry; be anxious; feel concerned
cake,蛋糕,dàngāo,n.,你饿了吗？先吃块蛋糕吧。,
你饿了吗？先吃块蛋糕吧。,Are you hungry? Let's have a cake first.,蛋糕,dàngāo,n.,cake
of course; naturally; certainly,当然,dāngrán,adv..,你生病了，我当然要来看看你。,
你生病了，我当然要来看看你。,"You're sick, of course I'm coming to see you.",当然,dāngrán,adv..,of course; naturally; certainly
lamp,灯,dēng,n.,房间里的灯怎么不亮了？,
房间里的灯怎么不亮了？,Why aren't the lights in the room on?,灯,dēng,n.,lamp
marker of adverbial,地,de,sa.,天慢慢地黑了。,
天慢慢地黑了。,It was slowly getting dark.,地,de,sa.,marker of adverbial
place,地方,dìfang,n.,这个地方我来过三次了。,
这个地方我来过三次了。,I've been to this place three times.,地方,dìfang,n.,place
subway,地铁,dìtiě,n.,我们先坐三站地铁，再走一会儿就到了。,
我们先坐三站地铁，再走一会儿就到了。,"We will take the subway for three stops first, and then we will be there in a short walk.",地铁,dìtiě,n.,subway
map,地图,dìtú,n.,我的手机上有电子地图。,
我的手机上有电子地图。,I have a digital map on my phone.,地图,dìtú,n.,map
elevator,电梯,diàntī,n.,我们坐电梯上去吧。,
我们坐电梯上去吧。,Let's take the elevator up.,电梯,diàntī,n.,elevator
email,电子邮件,diànzǐyóujiàn,n.,我晚上再给你发个电子邮件。,
我晚上再给你发个电子邮件。,I'll send you another email in the evening.,电子邮件,diànzǐyóujiàn,n.,email
east,东,dōng,n.,你一直向东走就到了。,
你一直向东走就到了。,You've been heading east.,东,dōng,n.,east
winter,冬,dōng,n.,北方的冬天很冷。,
北方的冬天很冷。,Winter is cold in the north.,冬,dōng,n.,winter
zoo,动物园,dòngwùyuán,n.,动物园里有一百多种动物。,
动物园里有一百多种动物。,There are more than a hundred kinds of animals in the zoo.,动物园,dòngwùyuán,n.,zoo
short,短,duǎn,adj.,这件事在短时间内很难做完。,
这件事在短时间内很难做完。,This is difficult to do in a short period of time.,短,duǎn,adj.,short
"passage, paragraph (of an article); period (of time); section (of a distance)",段,duàn,nm.,这段时间我很忙。,
这段时间我很忙。,I am busy during this time.,段,duàn,nm.,"passage, paragraph (of an article); period (of time); section (of a distance)"
do physical training; to take exercise,锻炼,duànliàn,v.,我每天早上都去锻炼身体。,
我每天早上都去锻炼身体。,I go to exercise every morning.,锻炼,duànliàn,v.,do physical training; to take exercise
"how (wonderful, etc.)",多么,duōme,adv.,这里多么漂亮啊！,
这里多么漂亮啊！,How beautiful this place is!,多么,duōme,adv.,"how (wonderful, etc.)"
hungry,饿,è,adj.,我饿了，想吃点东西。,
我饿了，想吃点东西。,I'm hungry and want something to eat.,饿,è,adj.,hungry
ear,耳朵,ěrduo,n.,我的耳朵有点疼，要去医院看看。,
我的耳朵有点疼，要去医院看看。,"My ears hurt a little, I have to go to the hospital to see.",耳朵,ěrduo,n.,ear
send,发,fā,v.,你给我发电子邮件了吗？,
你给我发电子邮件了吗？,Did you email me?,发,fā,v.,send
have a fever,发烧,fāshāo,v.,我身体不舒服，发烧了。,
我身体不舒服，发烧了。,I'm not feeling well and have a fever.,发烧,fāshāo,v.,have a fever
find out; discover,发现,fāxiàn,v.,我发现他瘦了很多。,
我发现他瘦了很多。,I found that he had lost a lot of weight.,发现,fāxiàn,v.,find out; discover
convenient,方便,fāngbiàn,adj.,我坐地铁去上班很方便。,
我坐地铁去上班很方便。,It is very convenient for me to go to work by subway.,方便,fāngbiàn,adj.,convenient
put; place,放,fàng,v.,把书放在桌子上吧。,
把书放在桌子上吧。,Put the book on the table.,放,fàng,v.,put; place
be assured,放心,fàngxīn,v.,请放心，我会把事情办好的。,
请放心，我会把事情办好的。,"Don't worry, I'll get things done.",放心,fàngxīn,v.,be assured
minute,分,fēn,num.,现在 8 点 30分。,
现在 8 点 30分。,It's 8:30.,分,fēn,num.,minute
mark; grade; score,分,fēn,n.,这次考试，我得了 85分。,
这次考试，我得了 85分。,"This exam, I got 85 points.",分,fēn,n.,mark; grade; score
split; separate,分,fēn,v.,这个苹果被分成了两块儿。,
这个苹果被分成了两块儿。,This apple is divided into two pieces.,分,fēn,v.,split; separate
nearby; neighbour; vicinity; proximity,附近,fùjìn,n.,他家就住在公司附近。,
他家就住在公司附近。,[Translation error],附近,fùjìn,n.,nearby; neighbour; vicinity; proximity
review,复习,fùxí,v.,考试前要好好地复习。,
考试前要好好地复习。,Review carefully before the exam.,复习,fùxí,v.,review
clean,干净,gānjìng,adj.,我把衣服洗干净了。,
我把衣服洗干净了。,I washed my clothes.,干净,gānjìng,adj.,clean
have/catch a cold,感冒,gǎnmào,v.,我感冒了，要吃点儿药。,
我感冒了，要吃点儿药。,I have a cold and need some medicine.,感冒,gǎnmào,v.,have/catch a cold
interest; taste,感兴趣,gǎnxìngqù,v.,小王对音乐很感兴趣。,
小王对音乐很感兴趣。,Wang was very interested in music.,感兴趣,gǎnxìngqù,v.,interest; taste
a moment ago; just now,刚才,gāngcái,n.,刚才是谁来的电话？,
