"short, low",矮,ǎi,adj.,弟弟的个子比我矮。,,dì di de gè zi bǐ wǒ ǎi 。
弟弟的个子比我矮。,[Translation error],矮,ǎi,adj.,"short, low",dì di de gè zi bǐ wǒ ǎi 。
hobby; an interest; fancy,爱好,àihào,n.,我最大的爱好就是打篮球。,,wǒ zuì dà de ài hào jiù shì dǎ lán qiú 。
我最大的爱好就是打篮球。,My biggest hobby is playing basketball.,爱好,àihào,n.,hobby; an interest; fancy,wǒ zuì dà de ài hào jiù shì dǎ lán qiú 。
be fond of or keen on; have a taste for,爱好,àihào,v.,我从小就爱好音乐。,,wǒ cóng xiǎo jiù ài hào yīn yuè 。
我从小就爱好音乐。,I've loved music since I was a kid.,爱好,àihào,v.,be fond of or keen on; have a taste for,wǒ cóng xiǎo jiù ài hào yīn yuè 。
noiseless; quiet; calm,安静,ānjìng,adj.,因为教室里没什么人，所以很安静。,,yīn wèi jiào shì lǐ méi shén me rén ， suǒ yǐ hěn ān jìng 。
因为教室里没什么人，所以很安静。,It is quiet because there are not many people in the classroom.,安静,ānjìng,adj.,noiseless; quiet; calm,yīn wèi jiào shì lǐ méi shén me rén ， suǒ yǐ hěn ān jìng 。
quiet down; keep silent,安静,ānjìng,v.,孩子们都睡着了，家里安静了下来。,,hái zi men dōu shuì zháo le ， jiā lǐ ān jìng le xià lái 。
孩子们都睡着了，家里安静了下来。,The children were asleep and the house was quiet.,安静,ānjìng,v.,quiet down; keep silent,hái zi men dōu shuì zháo le ， jiā lǐ ān jìng le xià lái 。
"dealing with, used before an object, followed by a transitive verb",把,bǎ,prep.,请把桌子上的铅笔给我。,,qǐng bǎ zhuō zi shàng de qiān bǐ gěi wǒ 。
请把桌子上的铅笔给我。,Please give me the pencil on the table.,把,bǎ,prep.,"dealing with, used before an object, followed by a transitive verb",qǐng bǎ zhuō zi shàng de qiān bǐ gěi wǒ 。
used for things with a handle,把,bǎ,nm.,房间里有四把椅子。,,fáng jiān lǐ yǒu sì bǎ yǐ zi 。
房间里有四把椅子。,There are four chairs in the room.,把,bǎ,nm.,used for things with a handle,fáng jiān lǐ yǒu sì bǎ yǐ zi 。
class,班,bān,n.,我在三年级二班。,,wǒ zài sān nián jí èr bān 。
我在三年级二班。,I'm in third grade second class.,班,bān,n.,class,wǒ zài sān nián jí èr bān 。
carry; move,搬,bān,v.,请帮我把这张桌子搬到楼下好吗？,,qǐng bāng wǒ bǎ zhè zhāng zhuō zi bān dào lóu xià hǎo ma ？
请帮我把这张桌子搬到楼下好吗？,"Could you help me move this table downstairs, please?",搬,bān,v.,carry; move,qǐng bāng wǒ bǎ zhè zhāng zhuō zi bān dào lóu xià hǎo ma ？
way; means; measure; step to take; method; resource,办法,bànfǎ,n.,你别急，我们再想想办法。,,nǐ bié jí ， wǒ men zài xiǎng xiǎng bàn fǎ 。
你别急，我们再想想办法。,"Don't worry, we'll figure something out.",办法,bànfǎ,n.,way; means; measure; step to take; method; resource,nǐ bié jí ， wǒ men zài xiǎng xiǎng bàn fǎ 。
office,办公室,bàngōngshì,n.,请问，校长办公室怎么走？,,qǐng wèn ， xiào zhǎng bàn gōng shì zěn me zǒu ？
请问，校长办公室怎么走？,"Excuse me, how do I get to the principal's office?",办公室,bàngōngshì,n.,office,qǐng wèn ， xiào zhǎng bàn gōng shì zěn me zǒu ？
half,半,bàn,num.,现在是三点半。,,xiàn zài shì sān diǎn bàn 。
现在是三点半。,It's 3:30.,半,bàn,num.,half,xiàn zài shì sān diǎn bàn 。
help; give a helping hand; do a favor; lend a hand,帮忙,bāngmáng,v.,因为有你帮忙，这件事情处理得很好。,,yīn wèi yǒu nǐ bāng máng ， zhè jiàn shì qíng chǔ lǐ dé hěn hǎo 。
因为有你帮忙，这件事情处理得很好。,"Because of your help, this matter has been handled well.",帮忙,bāngmáng,v.,help; give a helping hand; do a favor; lend a hand,yīn wèi yǒu nǐ bāng máng ， zhè jiàn shì qíng chǔ lǐ dé hěn hǎo 。
bag,包,bāo,n.,我的包忘在房间里了。,,wǒ de bāo wàng zài fáng jiān lǐ le 。
我的包忘在房间里了。,I left my bag in the room.,包,bāo,n.,bag,wǒ de bāo wàng zài fáng jiān lǐ le 。
"not hungry, full",饱,bǎo,adj.,我已经吃饱了。,,wǒ yǐ jīng chī bǎo le 。
我已经吃饱了。,I am replete.’,饱,bǎo,adj.,"not hungry, full",wǒ yǐ jīng chī bǎo le 。
north,北方,běifāng,n.,冬天，北方比南方冷多了。,,dōng tiān ， běi fāng bǐ nán fāng lěng duō le 。
冬天，北方比南方冷多了。,"In winter, the north is much colder than the south.",北方,běifāng,n.,north,dōng tiān ， běi fāng bǐ nán fāng lěng duō le 。
"be made or forced, indicating passive voice",被,bèi,prep.,词典被王老师拿走了。,,cí diǎn bèi wáng lǎo shī ná zǒu le 。
词典被王老师拿走了。,Teacher Wang took the dictionary.,被,bèi,prep.,"be made or forced, indicating passive voice",cí diǎn bèi wáng lǎo shī ná zǒu le 。
nose,鼻子,bízi,n.,姐姐的鼻子很高，很漂亮。,,jiě jiě de bí zi hěn gāo ， hěn piào liàng 。
姐姐的鼻子很高，很漂亮。,Sister's nose is tall and beautiful.,鼻子,bízi,n.,nose,jiě jiě de bí zi hěn gāo ， hěn piào liàng 。
fairly; quite,比较,bǐjiào,adv.,今天天气比较冷。,,jīn tiān tiān qì bǐ jiào lěng 。
今天天气比较冷。,It's cold today.,比较,bǐjiào,adv.,fairly; quite,jīn tiān tiān qì bǐ jiào lěng 。
competition,比赛,bǐsài,n.,今天晚上有足球比赛。,,jīn tiān wǎn shàng yǒu zú qiú bǐ sài 。
今天晚上有足球比赛。,There's a football game tonight.,比赛,bǐsài,n.,competition,jīn tiān wǎn shàng yǒu zú qiú bǐ sài 。
compete,比赛,bǐsài,v.,我们比赛跑步吧。,,wǒ men bǐ sài pǎo bù ba 。
我们比赛跑步吧。,Let's race.,比赛,bǐsài,v.,compete,wǒ men bǐ sài pǎo bù ba 。
notebook,笔记本,bǐjìběn,n.,老师讲的内容，我都写在笔记本上了。,,lǎo shī jiǎng de nèi róng ， wǒ dōu xiě zài bǐ jì běn shàng le 。
老师讲的内容，我都写在笔记本上了。,I wrote down the contents of the teacher's lecture in my notebook.,笔记本,bǐjìběn,n.,notebook,lǎo shī jiǎng de nèi róng ， wǒ dōu xiě zài bǐ jì běn shàng le 。
laptop,笔记本,bǐjìběn,n.,你看，这是我新买的笔记本。,,nǐ kàn ， zhè shì wǒ xīn mǎi de bǐ jì běn 。
你看，这是我新买的笔记本。,"Look, this is my new notebook.",笔记本,bǐjìběn,n.,laptop,nǐ kàn ， zhè shì wǒ xīn mǎi de bǐ jì běn 。
must; have to,必须,bìxū,adv.,我今天必须去上班。,,wǒ jīn tiān bì xū qù shàng bān 。
我今天必须去上班。,I have to go to work today.,必须,bìxū,adv.,must; have to,wǒ jīn tiān bì xū qù shàng bān 。
change; variation,变化,biànhuà,n.,十年不见，他好像没什么变化。,,shí nián bú jiàn ， tā hǎo xiàng méi shén me biàn huà 。
十年不见，他好像没什么变化。,"After ten years, he didn't seem to have changed much.",变化,biànhuà,n.,change; variation,shí nián bú jiàn ， tā hǎo xiàng méi shén me biàn huà 。
change; vary,变化,biànhuà,v.,城市变化得太快了。,,chéng shì biàn huà dé tài kuài le 。
城市变化得太快了。,The city is changing too fast.,变化,biànhuà,v.,change; vary,chéng shì biàn huà dé tài kuài le 。
other people; another person,别人,biéren,pron.,别人都走了，为什么你还在这里？,,bié rén dōu zǒu le ， wèi shén me nǐ hái zài zhè lǐ ？
别人都走了，为什么你还在这里？,Why are you still here when everyone else is gone?,别人,biéren,pron.,other people; another person,bié rén dōu zǒu le ， wèi shén me nǐ hái zài zhè lǐ ？
hotel,宾馆,bīnguǎn,n.,这是我们这儿最大的宾馆，可以住 300 个客人。,,zhè shì wǒ men zhè ér zuì dà de bīn guǎn ， kě yǐ zhù  300  gè kè rén 。
这是我们这儿最大的宾馆，可以住 300 个客人。,This is our biggest guesthouse here and can accommodate 300 guests.,宾馆,bīnguǎn,n.,hotel,zhè shì wǒ men zhè ér zuì dà de bīn guǎn ， kě yǐ zhù  300  gè kè rén 。
refrigerator,冰箱,bīngxiāng,n.,妈妈把刚买的鱼放进了冰箱。,,mā mā bǎ gāng mǎi de yú fàng jìn le bīng xiāng 。
妈妈把刚买的鱼放进了冰箱。,Mom put the fish she just bought into the fridge.,冰箱,bīngxiāng,n.,refrigerator,mā mā bǎ gāng mǎi de yú fàng jìn le bīng xiāng 。
moreover; not only… but also…,不但……而且……,búdàn… érqiě…,conj.,妹妹不但……而且……喜欢唱歌，不但……而且……爱跳舞。,,mèi mèi bù dàn …… ér qiě …… xǐ huān chàng gē ， bù dàn …… ér qiě …… ài tiào wǔ 。
妹妹不但……而且……喜欢唱歌，不但……而且……爱跳舞。,"Sister not only... but also... likes to sing, not only... but also... loves to dance.",不但……而且……,búdàn… érqiě…,conj.,moreover; not only… but also…,mèi mèi bù dàn …… ér qiě …… xǐ huān chàng gē ， bù dàn …… ér qiě …… ài tiào wǔ 。
"late, indicating just happened",才,cái,adv.,他 30 岁才读完大学。,,tā  30  suì cái dú wán dà xué 。
他 30 岁才读完大学。,He didn't finish college until he was 30.,才,cái,adv.,"late, indicating just happened",tā  30  suì cái dú wán dà xué 。
just; only (indicating only one solution),才,cái,adv.,这件事，只有他才能做好。,,zhè jiàn shì ， zhǐ yǒu tā cái néng zuò hǎo 。
这件事，只有他才能做好。,Only he can do this well.,才,cái,adv.,just; only (indicating only one solution),zhè jiàn shì ， zhǐ yǒu tā cái néng zuò hǎo 。
menu,菜单,càidān,n.,服务员，请帮我拿一下菜单。,,fú wù yuán ， qǐng bāng wǒ ná yī xià cài dān 。
服务员，请帮我拿一下菜单。,"Waiter, please help me get the menu.",菜单,càidān,n.,menu,fú wù yuán ， qǐng bāng wǒ ná yī xià cài dān 。
join; take part in; attend,参加,cānjiā,v.,这次会议有两百多人参加。,,zhè cì huì yì yǒu liǎng bǎi duō rén shēn jiā 。
这次会议有两百多人参加。,The conference was attended by more than 200 people.,参加,cānjiā,v.,join; take part in; attend,zhè cì huì yì yǒu liǎng bǎi duō rén shēn jiā 。
grass; straw,草,cǎo,n.,春天来了，小草绿了。,,chūn tiān lái le ， xiǎo cǎo lǜ le 。
春天来了，小草绿了。,"Spring is here, and the grass is green.",草,cǎo,n.,grass; straw,chūn tiān lái le ， xiǎo cǎo lǜ le 。
"layer, floor, etc.( used for things that have separate levels)",层,céng,nm.,我住在三层，306。,,wǒ zhù zài sān céng ，306。
我住在三层，306。,"I live on the third floor, 306.",层,céng,nm.,"layer, floor, etc.( used for things that have separate levels)",wǒ zhù zài sān céng ，306。
bad; poor,差,chà,adj.,我这次考试考得很差。,,wǒ zhè cì kǎo shì kǎo dé hěn chà 。
我这次考试考得很差。,I had a bad exam this time.,差,chà,adj.,bad; poor,wǒ zhè cì kǎo shì kǎo dé hěn chà 。
fall short of; owe,差,chà,v.,现在是差5 分 12 点。,,xiàn zài shì chà 5  fēn  12  diǎn 。
现在是差5 分 12 点。,Now it's a 5-point 12-point difference.,差,chà,v.,fall short of; owe,xiàn zài shì chà 5  fēn  12  diǎn 。
long,长,cháng,adj,姐姐的头发又黑又长。,,jiě jiě de tóu fà yòu hēi yòu zhǎng 。
姐姐的头发又黑又长。,Sister's hair was black and long.,长,cháng,adj,long,jiě jiě de tóu fà yòu hēi yòu zhǎng 。
supermarket,超市,chāoshì,n.,这家超市里的东西比较便宜。,,zhè jiā chāo shì lǐ de dōng xī bǐ jiào pián yi 。
这家超市里的东西比较便宜。,Things in this supermarket are cheaper.,超市,chāoshì,n.,supermarket,zhè jiā chāo shì lǐ de dōng xī bǐ jiào pián yi 。
shirt,衬衫,chènshān,n.,今天我穿这件衬衫。,,jīn tiān wǒ chuān zhè jiàn chèn shān 。
今天我穿这件衬衫。,I'm wearing this shirt today.,衬衫,chènshān,n.,shirt,jīn tiān wǒ chuān zhè jiàn chèn shān 。
score,成绩,chéngjì,n.,我们可以在网上查到考试成绩。,,wǒ men kě yǐ zài wǎng shàng chá dào kǎo shì chéng jì 。
我们可以在网上查到考试成绩。,We can find the test scores online.,成绩,chéngjì,n.,score,wǒ men kě yǐ zài wǎng shàng chá dào kǎo shì chéng jì 。
city,城市,chéngshì,n.,我已经喜欢上了这个城市。,,wǒ yǐ jīng xǐ huān shàng le zhè ge chéng shì 。
我已经喜欢上了这个城市。,I've fallen in love with the city.,城市,chéngshì,n.,city,wǒ yǐ jīng xǐ huān shàng le zhè ge chéng shì 。
be late,迟到,chídào,v.,对不起，我今天又迟到了。,,duì bù qǐ ， wǒ jīn tiān yòu chí dào le 。
对不起，我今天又迟到了。,"Sorry, I'm late again today.",迟到,chídào,v.,be late,duì bù qǐ ， wǒ jīn tiān yòu chí dào le 。
"come out , happen; show up; appear",出现,chūxiàn,v.,我们等了他一个小时，他也没有出现。我们工作中出现了不少问题。,,wǒ men děng le tā yí gè xiǎo shí ， tā yě méi yǒu chū xiàn 。 wǒ men gōng zuò zhōng chū xiàn le bù shǎo wèn tí 。
我们等了他一个小时，他也没有出现。我们工作中出现了不少问题。,We waited for him for an hour and he didn't show up. We've had a lot of issues at work.,出现,chūxiàn,v.,"come out , happen; show up; appear",wǒ men děng le tā yí gè xiǎo shí ， tā yě méi yǒu chū xiàn 。 wǒ men gōng zuò zhōng chū xiàn le bù shǎo wèn tí 。
except (for); besides; in addition to,除了,chúle,prep.,除了小王，其他人都来了。,,chú le xiǎo wáng ， qí tā rén dōu lái le 。
除了小王，其他人都来了。,"Except for Xiao Wang, everyone else was here.",除了,chúle,prep.,except (for); besides; in addition to,chú le xiǎo wáng ， qí tā rén dōu lái le 。
boat; ship,船,chuán,n.,你可以坐船去上海。,,nǐ kě yǐ zuò chuán qù shàng hǎi 。
你可以坐船去上海。,You can go to Shanghai by boat.,船,chuán,n.,boat; ship,nǐ kě yǐ zuò chuán qù shàng hǎi 。
spring (one of the four seasons),春,chūn,n.,春天是一年的开始。,,chūn tiān shì yī nián de kāi shǐ 。
春天是一年的开始。,Spring is the beginning of the year.,春,chūn,n.,spring (one of the four seasons),chūn tiān shì yī nián de kāi shǐ 。
dictionary,词典,cídiǎn,n.,这本词典对我的学习很有帮助。,,zhè běn cí diǎn duì wǒ de xué xí hěn yǒu bāng zhù 。
这本词典对我的学习很有帮助。,This dictionary is very helpful for my study.,词典,cídiǎn,n.,dictionary,zhè běn cí diǎn duì wǒ de xué xí hěn yǒu bāng zhù 。
bright; clever; intelligent,聪明,cōngming,adj.,弟弟不但很聪明，而且很爱学习。,,dì di bù dàn hěn cōng míng ， ér qiě hěn ài xué xí 。
弟弟不但很聪明，而且很爱学习。,"My brother is not only very smart, but also very eager to learn.",聪明,cōngming,adj.,bright; clever; intelligent,dì di bù dàn hěn cōng míng ， ér qiě hěn ài xué xí 。
clean; sweep,打扫,dǎsǎo,v.,我准备周末把房间打扫一下。,,wǒ zhǔn bèi zhōu mò bǎ fáng jiān dǎ sǎo yī xià 。
我准备周末把房间打扫一下。,I'm going to clean the room on the weekend.,打扫,dǎsǎo,v.,clean; sweep,wǒ zhǔn bèi zhōu mò bǎ fáng jiān dǎ sǎo yī xià 。
be going to do sth.; plan to,打算,dǎsuàn,v.,我打算下个星期去旅游。,,wǒ dǎ suàn xià gè xīng qī qù lǚ yóu 。
我打算下个星期去旅游。,I plan to travel next week.,打算,dǎsuàn,v.,be going to do sth.; plan to,wǒ dǎ suàn xià gè xīng qī qù lǚ yóu 。
plan,打算,dǎsuàn,n.,我还没有结婚的打算。,,wǒ hái méi yǒu jié hūn de dǎ suàn 。
我还没有结婚的打算。,[Translation error],打算,dǎsuàn,n.,plan,wǒ hái méi yǒu jié hūn de dǎ suàn 。
carry; take; bring; bear,带,dài,v.,我今天忘记带钱包了。,,wǒ jīn tiān wàng jì dài qián bāo le 。
我今天忘记带钱包了。,I forgot my wallet today.,带,dài,v.,carry; take; bring; bear,wǒ jīn tiān wàng jì dài qián bāo le 。
worry; be anxious; feel concerned,担心,dānxīn,v.,爷爷住院了，我很担心。,,yé yé zhù yuàn le ， wǒ hěn dān xīn 。
爷爷住院了，我很担心。,"Grandpa was hospitalized, and I was worried.",担心,dānxīn,v.,worry; be anxious; feel concerned,yé yé zhù yuàn le ， wǒ hěn dān xīn 。
cake,蛋糕,dàngāo,n.,你饿了吗？先吃块蛋糕吧。,,nǐ è le ma ？ xiān chī kuài dàn gāo ba 。
你饿了吗？先吃块蛋糕吧。,Are you hungry? Let's have a cake first.,蛋糕,dàngāo,n.,cake,nǐ è le ma ？ xiān chī kuài dàn gāo ba 。
of course; naturally; certainly,当然,dāngrán,adv..,你生病了，我当然要来看看你。,,nǐ shēng bìng le ， wǒ dāng rán yào lái kàn kàn nǐ 。
你生病了，我当然要来看看你。,"You're sick, of course I'm coming to see you.",当然,dāngrán,adv..,of course; naturally; certainly,nǐ shēng bìng le ， wǒ dāng rán yào lái kàn kàn nǐ 。
lamp,灯,dēng,n.,房间里的灯怎么不亮了？,,fáng jiān lǐ de dēng zěn me bù liàng le ？
房间里的灯怎么不亮了？,Why aren't the lights in the room on?,灯,dēng,n.,lamp,fáng jiān lǐ de dēng zěn me bù liàng le ？
marker of adverbial,地,de,sa.,天慢慢地黑了。,,tiān màn màn dì hēi le 。
天慢慢地黑了。,It was slowly getting dark.,地,de,sa.,marker of adverbial,tiān màn màn dì hēi le 。
place,地方,dìfang,n.,这个地方我来过三次了。,,zhè ge dì fāng wǒ lái guò sān cì le 。
这个地方我来过三次了。,I've been to this place three times.,地方,dìfang,n.,place,zhè ge dì fāng wǒ lái guò sān cì le 。
subway,地铁,dìtiě,n.,我们先坐三站地铁，再走一会儿就到了。,,wǒ men xiān zuò sān zhàn dì tiě ， zài zǒu yī huì er jiù dào le 。
我们先坐三站地铁，再走一会儿就到了。,"We will take the subway for three stops first, and then we will be there in a short walk.",地铁,dìtiě,n.,subway,wǒ men xiān zuò sān zhàn dì tiě ， zài zǒu yī huì er jiù dào le 。
map,地图,dìtú,n.,我的手机上有电子地图。,,wǒ de shǒu jī shàng yǒu diàn zi dì tú 。
我的手机上有电子地图。,I have a digital map on my phone.,地图,dìtú,n.,map,wǒ de shǒu jī shàng yǒu diàn zi dì tú 。
elevator,电梯,diàntī,n.,我们坐电梯上去吧。,,wǒ men zuò diàn tī shàng qù ba 。
我们坐电梯上去吧。,Let's take the elevator up.,电梯,diàntī,n.,elevator,wǒ men zuò diàn tī shàng qù ba 。
email,电子邮件,diànzǐyóujiàn,n.,我晚上再给你发个电子邮件。,,wǒ wǎn shàng zài gěi nǐ fā gè diàn zi yóu jiàn 。
我晚上再给你发个电子邮件。,I'll send you another email in the evening.,电子邮件,diànzǐyóujiàn,n.,email,wǒ wǎn shàng zài gěi nǐ fā gè diàn zi yóu jiàn 。
east,东,dōng,n.,你一直向东走就到了。,,nǐ yì zhí xiàng dōng zǒu jiù dào le 。
你一直向东走就到了。,You've been heading east.,东,dōng,n.,east,nǐ yì zhí xiàng dōng zǒu jiù dào le 。
winter,冬,dōng,n.,北方的冬天很冷。,,běi fāng de dōng tiān hěn lěng 。
北方的冬天很冷。,Winter is cold in the north.,冬,dōng,n.,winter,běi fāng de dōng tiān hěn lěng 。
zoo,动物园,dòngwùyuán,n.,动物园里有一百多种动物。,,dòng wù yuán lǐ yǒu yì bǎi duō zhǒng dòng wù 。
动物园里有一百多种动物。,There are more than a hundred kinds of animals in the zoo.,动物园,dòngwùyuán,n.,zoo,dòng wù yuán lǐ yǒu yì bǎi duō zhǒng dòng wù 。
short,短,duǎn,adj.,这件事在短时间内很难做完。,,zhè jiàn shì zài duǎn shí jiān nèi hěn nán zuò wán 。
这件事在短时间内很难做完。,This is difficult to do in a short period of time.,短,duǎn,adj.,short,zhè jiàn shì zài duǎn shí jiān nèi hěn nán zuò wán 。
"passage, paragraph (of an article); period (of time); section (of a distance)",段,duàn,nm.,这段时间我很忙。,,zhè duàn shí jiān wǒ hěn máng 。
这段时间我很忙。,I am busy during this time.,段,duàn,nm.,"passage, paragraph (of an article); period (of time); section (of a distance)",zhè duàn shí jiān wǒ hěn máng 。
do physical training; to take exercise,锻炼,duànliàn,v.,我每天早上都去锻炼身体。,,wǒ měi tiān zǎo shàng dōu qù duàn liàn shēn tǐ 。
我每天早上都去锻炼身体。,I go to exercise every morning.,锻炼,duànliàn,v.,do physical training; to take exercise,wǒ měi tiān zǎo shàng dōu qù duàn liàn shēn tǐ 。
"how (wonderful, etc.)",多么,duōme,adv.,这里多么漂亮啊！,,zhè lǐ duō me piào liàng a ！
这里多么漂亮啊！,How beautiful this place is!,多么,duōme,adv.,"how (wonderful, etc.)",zhè lǐ duō me piào liàng a ！
hungry,饿,è,adj.,我饿了，想吃点东西。,,wǒ è le ， xiǎng chī diǎn dōng xī 。
我饿了，想吃点东西。,I'm hungry and want something to eat.,饿,è,adj.,hungry,wǒ è le ， xiǎng chī diǎn dōng xī 。
ear,耳朵,ěrduo,n.,我的耳朵有点疼，要去医院看看。,,wǒ de ěr duǒ yǒu diǎn téng ， yào qù yī yuàn kàn kàn 。
我的耳朵有点疼，要去医院看看。,"My ears hurt a little, I have to go to the hospital to see.",耳朵,ěrduo,n.,ear,wǒ de ěr duǒ yǒu diǎn téng ， yào qù yī yuàn kàn kàn 。
send,发,fā,v.,你给我发电子邮件了吗？,,nǐ gěi wǒ fā diàn zi yóu jiàn le ma ？
你给我发电子邮件了吗？,Did you email me?,发,fā,v.,send,nǐ gěi wǒ fā diàn zi yóu jiàn le ma ？
have a fever,发烧,fāshāo,v.,我身体不舒服，发烧了。,,wǒ shēn tǐ bù shū fú ， fā shāo le 。
我身体不舒服，发烧了。,I'm not feeling well and have a fever.,发烧,fāshāo,v.,have a fever,wǒ shēn tǐ bù shū fú ， fā shāo le 。
find out; discover,发现,fāxiàn,v.,我发现他瘦了很多。,,wǒ fā xiàn tā shòu le hěn duō 。
我发现他瘦了很多。,I found that he had lost a lot of weight.,发现,fāxiàn,v.,find out; discover,wǒ fā xiàn tā shòu le hěn duō 。
convenient,方便,fāngbiàn,adj.,我坐地铁去上班很方便。,,wǒ zuò dì tiě qù shàng bān hěn fāng biàn 。
我坐地铁去上班很方便。,It is very convenient for me to go to work by subway.,方便,fāngbiàn,adj.,convenient,wǒ zuò dì tiě qù shàng bān hěn fāng biàn 。
put; place,放,fàng,v.,把书放在桌子上吧。,,bǎ shū fàng zài zhuō zi shàng ba 。
把书放在桌子上吧。,Put the book on the table.,放,fàng,v.,put; place,bǎ shū fàng zài zhuō zi shàng ba 。
be assured,放心,fàngxīn,v.,请放心，我会把事情办好的。,,qǐng fàng xīn ， wǒ huì bǎ shì qíng bàn hǎo de 。
请放心，我会把事情办好的。,"Don't worry, I'll get things done.",放心,fàngxīn,v.,be assured,qǐng fàng xīn ， wǒ huì bǎ shì qíng bàn hǎo de 。
minute,分,fēn,num.,现在 8 点 30分。,,xiàn zài  8  diǎn  30 fēn 。
现在 8 点 30分。,It's 8:30.,分,fēn,num.,minute,xiàn zài  8  diǎn  30 fēn 。
mark; grade; score,分,fēn,n.,这次考试，我得了 85分。,,zhè cì kǎo shì ， wǒ dé le  85 fēn 。
这次考试，我得了 85分。,"This exam, I got 85 points.",分,fēn,n.,mark; grade; score,zhè cì kǎo shì ， wǒ dé le  85 fēn 。
split; separate,分,fēn,v.,这个苹果被分成了两块儿。,,zhè ge píng guǒ bèi fēn chéng le liǎng kuài ér 。
这个苹果被分成了两块儿。,This apple is divided into two pieces.,分,fēn,v.,split; separate,zhè ge píng guǒ bèi fēn chéng le liǎng kuài ér 。
nearby; neighbour; vicinity; proximity,附近,fùjìn,n.,他家就住在公司附近。,,tā jiā jiù zhù zài gōng sī fù jìn 。
他家就住在公司附近。,[Translation error],附近,fùjìn,n.,nearby; neighbour; vicinity; proximity,tā jiā jiù zhù zài gōng sī fù jìn 。
review,复习,fùxí,v.,考试前要好好地复习。,,kǎo shì qián yào hǎo hǎo dì fù xí 。
考试前要好好地复习。,Review carefully before the exam.,复习,fùxí,v.,review,kǎo shì qián yào hǎo hǎo dì fù xí 。
clean,干净,gānjìng,adj.,我把衣服洗干净了。,,wǒ bǎ yī fú xǐ gān jìng le 。
我把衣服洗干净了。,I washed my clothes.,干净,gānjìng,adj.,clean,wǒ bǎ yī fú xǐ gān jìng le 。
have/catch a cold,感冒,gǎnmào,v.,我感冒了，要吃点儿药。,,wǒ gǎn mào le ， yào chī diǎn ér yào 。
我感冒了，要吃点儿药。,I have a cold and need some medicine.,感冒,gǎnmào,v.,have/catch a cold,wǒ gǎn mào le ， yào chī diǎn ér yào 。
interest; taste,感兴趣,gǎnxìngqù,v.,小王对音乐很感兴趣。,,xiǎo wáng duì yīn yuè hěn gǎn xìng qù 。
小王对音乐很感兴趣。,Wang was very interested in music.,感兴趣,gǎnxìngqù,v.,interest; taste,xiǎo wáng duì yīn yuè hěn gǎn xìng qù 。
a moment ago; just now,刚才,gāngcái,n.,刚才是谁来的电话？,,gāng cái shì shuí lái de diàn huà ？
刚才是谁来的电话？,Who just called?,刚才,gāngcái,n.,a moment ago; just now,gāng cái shì shuí lái de diàn huà ？
height,个子,gèzi,n.,哥哥比我个子高。,,gē gē bǐ wǒ gè zi gāo 。
哥哥比我个子高。,My brother is taller than me.,个子,gèzi,n.,height,gē gē bǐ wǒ gè zi gāo 。
on the basis of; according to,根据,gēnjù,prep.,请根据这篇文章谈一谈自己的想法。,,qǐng gēn jù zhè piān wén zhāng tán yī tán zì jǐ de xiǎng fǎ 。
请根据这篇文章谈一谈自己的想法。,Please share your thoughts based on this article.,根据,gēnjù,prep.,on the basis of; according to,qǐng gēn jù zhè piān wén zhāng tán yī tán zì jǐ de xiǎng fǎ 。
basis; cause; foundation,根据,gēnjù,n.,他这么说，是有根据的。,,tā zhè me shuō ， shì yǒu gēn jù de 。
他这么说，是有根据的。,There was a reason for him to say so.,根据,gēnjù,n.,basis; cause; foundation,tā zhè me shuō ， shì yǒu gēn jù de 。
follow,跟,gēn,v.,散步的时候，小狗一直跟在我身后。,,sàn bù de shí hòu ， xiǎo gǒu yì zhí gēn zài wǒ shēn hòu 。
散步的时候，小狗一直跟在我身后。,The puppy kept following me as I walked.,跟,gēn,v.,follow,sàn bù de shí hòu ， xiǎo gǒu yì zhí gēn zài wǒ shēn hòu 。
with,跟,gēn,prep.,姐姐跟妈妈一起去公园了。,,jiě jiě gēn mā mā yì qǐ qù gōng yuán le 。
姐姐跟妈妈一起去公园了。,My sister went to the park with my mother.,跟,gēn,prep.,with,jiě jiě gēn mā mā yì qǐ qù gōng yuán le 。
more,更,gèng,adv.,他比我更喜欢游泳。,,tā bǐ wǒ gèng xǐ huān yóu yǒng 。
他比我更喜欢游泳。,He likes swimming more than I do.,更,gèng,adv.,more,tā bǐ wǒ gèng xǐ huān yóu yǒng 。
kilogram,公斤,gōngjīn,nm.,我买了一公斤鸡蛋。,,wǒ mǎi le yī gōng jīn jī dàn 。
我买了一公斤鸡蛋。,I bought a kilo of eggs.,公斤,gōngjīn,nm.,kilogram,wǒ mǎi le yī gōng jīn jī dàn 。
park,公园,gōngyuán,n.,我家附近有个公园，我常去那里散步。,,wǒ jiā fù jìn yǒu gè gōng yuán ， wǒ cháng qù nà lǐ sàn bù 。
我家附近有个公园，我常去那里散步。,There is a park near my house where I often go for a walk.,公园,gōngyuán,n.,park,wǒ jiā fù jìn yǒu gè gōng yuán ， wǒ cháng qù nà lǐ sàn bù 。
story,故事,gùshi,n.,睡觉前，我都给女儿讲故事。,,shuì jiào qián ， wǒ dōu gěi nǚ ér jiǎng gù shì 。
